txn_id,date,account_id,counterparty,description,amount,currency
TXN-9849-0002,2025-07-24,ACC-9849,Ironwood Cleaning LLC,Workers comp insurance 2025,-175529.81,USD
TXN-B3-0017,2025-07-24,ACC-7203,Caspian Trade Partners LLP,Advisory services on plant logistics,-307147.93,USD
TXN-F3-0013,2025-07-24,ACC-7303,Ironwood Printing Ltd Supply (Aktobe hub),"Payroll for laboratory staff — Astana branch, May",-333115.83,USD
TXN-H2-0052,2025-07-24,ACC-7502,Riverside Realty Trust LLP,"Retail unit rent — Uralsk annex, July",-7775203.89,USD
TXN-9176-0027,2025-07-25,ACC-9176,Ironwood Landscaping Inc,"Marketing research panel subscription — Shymkent depot, August",-3226604.89,USD
TXN-B2-0003,2025-07-25,ACC-7202,Foxridge Landscaping Corp Company,Rent deposit returned — August 2024,8604990.63,USD
TXN-F1-0017,2025-07-25,ACC-7301,Bridgeport Tax Advisory Services,"Parking garage lease — Shymkent depot, May",-13762005.71,USD
TXN-F3-0041,2025-07-25,ACC-7303,Bridgeport Property Ltd (Semey base),"Payroll accrual funding — Uralsk annex, December",-4522647.41,USD
TXN-H1-0017,2025-07-25,ACC-7501,Dunmore Courier Services Partners,Telecom service credit received — Q3,9839374.49,USD
TXN-S3-0018,2025-07-25,ACC-7003,Lakeshore Insurance Brokers LLP,Rent overpayment refunded — March,357737.82,USD
TXN-9052-0046,2025-07-26,ACC-9052,Ashford Property Co (Astana branch),Payroll accrual reversal — Almaty office,764537.19,USD
TXN-9295-0040,2025-07-26,ACC-9295,Foxridge Telecom LP (Uralsk annex),Electricity for site lighting — November 2026,-3348346.26,USD
TXN-9056-0020,2025-07-27,ACC-9056,Juniper Janitorial Ltd (Aktobe hub),Unearned insurance premium return — September,6348554.26,USD
TXN-F1-0061,2025-07-27,ACC-7301,Hartley Tax Advisory Ltd (Taraz site),"Insurance premium refund — Atyrau terminal, instalment 2",5001503.31,USD
TXN-J2-0041,2025-07-27,ACC-7602,Fairfield Leasing Partners Ltd (Kyzylorda station),"Marketing translation and localisation — Astana branch, Q4 2025",-4881231.78,USD
TXN-9168-0008,2025-07-28,ACC-9168,Dunmore Maintenance Trust,"Storage unit rent — Karaganda yard, Q2 2024",-187271.38,USD
TXN-9853-0017,2025-07-28,ACC-9853,Ashford Security (Turkistan point),"Interest income on term deposit — Turkistan point, May",530979.37,USD
TXN-G3-0045,2025-07-28,ACC-7403,Ironwood Telecom Ltd Holding (Zhezkazgan compound),Interest on senior notes — Karaganda yard 2024,-6512763.91,USD
TXN-S3-0054,2025-07-28,ACC-7003,Temir Engineering Group,Engineering advisory — silo expansion,-391258.30,USD
TXN-9207-0046,2025-07-29,ACC-9207,Ashford Maintenance LLC,"Interest credited on current account — Uralsk annex, Q1",9526359.45,USD
TXN-9337-0010,2025-07-29,ACC-9337,Evergreen Janitorial (Turkistan point),"Lease deposit released — Shymkent depot, period 01 2024",236358.26,USD
TXN-9786-0021,2025-07-29,ACC-9786,Bridgeport Waste Systems Ltd (Karaganda yard),"Utility rebate received — Karaganda yard, instalment 1",337266.67,USD
TXN-9987-0041,2025-07-29,ACC-9987,Foxridge Supply Inc (Aktobe hub),"Depot yard rent — Shymkent depot, period 03",-4218533.75,USD
TXN-B2-0011,2025-07-29,ACC-7202,Dunmore Insurance LP LLP,Unearned insurance premium return — Ekibastuz block B,606785.26,USD
TXN-F2-0068,2025-07-29,ACC-7302,Bridgeport Supply LP (Oskemen unit),Default interest charge — Shymkent depot,-4538392.48,USD
TXN-G2-0006,2025-07-29,ACC-7402,Juniper Facilities Group Service Centre,Interest recovery on overpayment — instalment 1,204883677.24,USD
TXN-G2-0024,2025-07-29,ACC-7402,Irtysh Brand Holdings LLP,Transfer of production line machinery and tooling,-2409317.86,USD
TXN-G2-0047,2025-07-29,ACC-7402,Bridgeport Facilities LLC,"Capitalised interest charge — Oskemen unit, period 03 2025",-2369786.53,USD
TXN-G3-0049,2025-07-29,ACC-7403,Bridgeport Office Supplies (Kyzylorda station),Unused ad campaign budget returned — November,823496.08,USD
TXN-H2-0053,2025-07-29,ACC-7502,Ashford Catering Associates (Almaty office),"District heating utility charge — Uralsk annex, March",-13945107.93,USD
TXN-J3-0017,2025-07-29,ACC-7603,Bridgeport Consulting Group Company (Taraz site),Interest on bridge facility 2025,-403052.23,USD
TXN-S2-0033,2025-07-29,ACC-7002,Globex Telecom (Oskemen unit),Tax assessment reversal — Astana branch,5117543.81,USD
TXN-9114-0041,2025-07-30,ACC-9114,Foxridge Cleaning Co (Kyzylorda station),Group insurance experience refund,306181.11,USD
TXN-9556-0036,2025-07-30,ACC-9556,Kingsley Facilities LP,Rent overpayment refunded — period 01 2026,2010890.07,USD
TXN-F3-0040,2025-07-30,ACC-7303,Foxridge Realty Trust Trading House (Zhezkazgan compound),Bi-weekly payroll run — Q1,-6074949.51,USD
TXN-H4-0052,2025-07-30,ACC-7504,Ashford Cleaning Services Trading House (Aktobe hub),"Warehouse contents insurance — Turkistan point, H1",-363414.99,USD
TXN-9107-0010,2025-07-31,ACC-9107,Ashford Power LP (Astana branch),"Marketing photography and artwork — Almaty office, April",-324745.17,USD
TXN-9248-0031,2025-07-31,ACC-9248,Bridgeport Consulting Group Enterprise,"Warehouse contents insurance — Kostanay centre, Q3 2026",-265819.03,USD
TXN-B2-0002,2025-07-31,ACC-7202,Granger Utilities Holding (Astana branch),Interest on export credit line — Astana branch,-1429156.03,USD
TXN-G2-0022,2025-07-31,ACC-7402,Glenwood Utility Associates (Atyrau terminal),"Monthly payroll disbursement — Kostanay centre, December",-4047765.81,USD
TXN-H3-0049,2025-07-31,ACC-7503,Eastgate Office Supplies Solutions Ltd,"Excise tax payment — Karaganda yard, December",-6342889.94,USD
TXN-J1-0043,2025-07-31,ACC-7601,Almaty Cold Chain Logistics JSC Payroll Account,Payroll disbursement 2025,-949889.74,USD
TXN-J4-0004,2025-07-31,ACC-7604,Juniper Landscaping LLC (Aktobe hub),"Telecom service credit received — Almaty office, September",1024745.42,USD
TXN-S2-0046,2025-07-31,ACC-7002,Glenwood Logistics (Turkistan point),Land lease — Q3 2025,-6571361.90,USD
TXN-9173-0018,2025-08-01,ACC-9173,Lakeshore Insurance Brokers (Almaty office),Equipment yard lease — Kyzylorda station,-293403.25,USD
TXN-9217-0015,2025-08-01,ACC-9217,Foxridge Uniforms Partners,Payroll for warehouse staff — Aktobe hub 2024,-2258256.35,USD
TXN-9247-0008,2025-08-01,ACC-9247,Hartley Supply LLP (Almaty office),Property insurance premium — October 2025,-1169350.48,USD
TXN-9927-0031,2025-08-01,ACC-9927,Cedarville Insurance Group (Turkistan point),"Payroll for night shift — Uralsk annex, September",-3251637.22,USD
TXN-B5-0023,2025-08-01,ACC-7205,Cedarville Uniforms Solutions (Oskemen unit),Parking garage lease — Uralsk annex,-604086.25,USD
TXN-G1-0055,2025-08-01,ACC-7401,Foxridge Realty Trust,Waste water charge — Turkistan point,-257555.09,USD
TXN-H2-0002,2025-08-01,ACC-7502,Glenwood Insurance Ltd (Atyrau terminal),Rent overpayment refunded — period 03,3945873.46,USD
TXN-S3-0017,2025-08-01,ACC-7003,Cedarville Tax Advisory Partners,VAT refund received — Karaganda yard,509651.97,USD
TXN-G3-0032,2025-08-02,ACC-7403,Eastgate Stationery LLC Enterprise,Payroll overfunding returned — Kyzylorda station 2025,630929.15,USD
TXN-H1-0019,2025-08-02,ACC-7501,Dunmore Facilities Associates (Karaganda yard),Rent free period credit — period 01,2440159.55,USD
TXN-H3-0030,2025-08-02,ACC-7503,Foxridge Security Services,"Payroll top-up transfer — Almaty office, October",-4594447.46,USD
TXN-J4-0002,2025-08-02,ACC-7604,Glenwood Waste Systems Trust Company,Payroll for warehouse staff — Q3 2026,-377874.52,USD
TXN-S2-0043,2025-08-02,ACC-7002,Cedarville Building Services LLC,Electricity metering correction credit 2025,1652279.59,USD
TXN-X3-0036,2025-08-02,ACC-7832,Dunmore Printing Partners (Uralsk annex),Customs duty and tax payment — Zhezkazgan compound 2026,-1642536.03,USD
TXN-9068-0014,2025-08-03,ACC-9068,Cedarville Waste Systems Inc LLP (Ekibastuz block B),Rent for spare parts store — Aktobe hub,-103516419.22,USD
TXN-9429-0027,2025-08-03,ACC-9429,Eastgate Cleaning Corp (Astana branch),"Withholding tax reclaim received — Zhezkazgan compound, instalment 3",7035468.67,USD
TXN-9748-0026,2025-08-03,ACC-9748,Trident Power Cooperative (Turkistan point),Environmental emissions tax — Zhezkazgan compound 2024,-460439.07,USD
TXN-9766-0012,2025-08-03,ACC-9766,Umbrella Facilities Mgmt Trading House (Pavlodar block),"Telecom service credit received — Atyrau terminal, April",5606884.40,USD
TXN-9813-0015,2025-08-03,ACC-9813,Dunmore Printing Partners (Kyzylorda station),Workers comp insurance — H1,-3111116.90,USD
TXN-9819-0023,2025-08-03,ACC-9819,Dunmore Uniforms Holdings,"Cold store lease — Aktobe hub, final call 2026",-265646161.65,USD
TXN-9873-0048,2025-08-03,ACC-9873,Hartley Tax Advisory Ltd (Ekibastuz block B),"Interest income on term deposit — Turkistan point, Q3",1057453.02,USD
TXN-B2-0012,2025-08-03,ACC-7202,Blue Ridge Payroll Services Service Centre,"Rent for staff dormitory — Oskemen unit, October",-273297.97,USD
TXN-F2-0045,2025-08-03,ACC-7302,Hartley Janitorial Corp Holding,"Interest on trade facility — Karaganda yard, December 2025",-3307019.53,USD
TXN-9449-0006,2025-08-04,ACC-9449,Foxridge Catering Partners,"Media buy rate adjustment credit — Kyzylorda station, October 2024",1550510.64,USD
TXN-9709-0016,2025-08-04,ACC-9709,Glenwood Waste Systems Trust (Almaty office),Insurance premium refund — Zhezkazgan compound,15872533.46,USD
TXN-B5-0007,2025-08-04,ACC-7205,Syrdarya Capital LLP,Management retainer fee,-304651.41,USD
TXN-F3-0005,2025-08-04,ACC-7303,Syrdarya Capital LLP,Management retainer fee,-293230.52,USD
TXN-J1-0060,2025-08-04,ACC-7601,Cedarville Logistics Co (Karaganda yard),"Plant and boiler insurance premium — Pavlodar block, instalment 1",-6027956.61,USD
TXN-X2-0029,2025-08-04,ACC-7831,Foxridge Power LLC,Lease incentive received — Aktobe hub 2025,3267089.75,USD
TXN-9108-0040,2025-08-05,ACC-9108,Cedarville Water Works Corp (Atyrau terminal),VAT refund received — final call,2057614.99,USD
TXN-9974-0043,2025-08-05,ACC-9974,Eastgate Security Holdings (Atyrau terminal),Property tax payment — September 2026,-591468.57,USD
TXN-B3-0056,2025-08-05,ACC-7203,Kingsley Building Services Group (Oskemen unit),Insurance deductible recovery — Almaty office,5714610.80,USD
TXN-G3-0019,2025-08-05,ACC-7403,Juniper Telecom Inc Works,"Unclaimed payroll returned — Zhezkazgan compound, July",1972772.56,USD
TXN-H1-0021,2025-08-05,ACC-7501,Bridgeport Office Supplies (Uralsk annex),Rent for archive premises — August,-2390764.48,USD
TXN-H5-0058,2025-08-05,ACC-7505,Cedarville Property Inc (Kostanay centre),"Withholding tax reclaim received — Karaganda yard, January 2026",491210.17,USD
TXN-X2-0017,2025-08-05,ACC-7831,Juniper Tax Advisory LLC (Turkistan point),"Revolver interest — Aktobe hub, March",-1412033.24,USD
TXN-9083-0050,2025-08-06,ACC-9083,Glenwood Supply LLC (Shymkent depot),"Withholding tax reclaim received — Almaty office, final call 2024",267083.04,USD
TXN-9432-0012,2025-08-06,ACC-9432,Glenwood Maintenance Services (Ekibastuz block B),"Land lease — Kostanay centre, instalment 2",-6120056.66,USD
TXN-9610-0035,2025-08-06,ACC-9610,Juniper Property Services (Kostanay centre),"Executive payroll run — Taraz site, October",-239981145.03,USD
TXN-F3-0019,2025-08-06,ACC-7303,Ashford Utility Corp Supply (Ekibastuz block B),Product launch ad campaign — Atyrau terminal,-36597980.68,USD
TXN-G1-0017,2025-08-06,ACC-7401,Kingsley Payroll Trust (Atyrau terminal),Rent overpayment refunded 2026,556820.97,USD
TXN-G1-0025,2025-08-06,ACC-7401,Dunmore Maintenance Trust (Kostanay centre),"Rooftop lease — Shymkent depot, December 2025",-16799279.74,USD
TXN-J3-0006,2025-08-06,ACC-7603,Dunmore Water Works Co JSC,Interest income on term deposit — Oskemen unit,354239.21,USD
TXN-S1-0033,2025-08-06,ACC-7001,Dunmore Waste Systems LLC (Zhezkazgan compound),"Payroll tranche for field crew — Oskemen unit, June 2024",-216988623.56,USD
TXN-9032-0010,2025-08-07,ACC-9032,Dunmore Leasing Associates (Ekibastuz block B),Default interest charge — Uralsk annex,-214818857.20,USD
TXN-9188-0029,2025-08-07,ACC-9188,Eastgate Catering Services (Ekibastuz block B),Payroll advance recovered from staff — Almaty office 2026,13909674.72,USD
TXN-9296-0004,2025-08-07,ACC-9296,Ironwood Office Supplies Group (Semey base),Tax assessment reversal — Astana branch,177714.13,USD
TXN-F3-0035,2025-08-07,ACC-7303,Foxridge Supply Inc Supply (Karaganda yard),Telecom leased line — Zhezkazgan compound 2026,-1461951.47,USD
TXN-G1-0020,2025-08-07,ACC-7401,Meridian Restructuring Advisers,Restructuring-related plant repair and line decommissioning,-690314.22,USD
TXN-G2-0048,2025-08-07,ACC-7402,Evergreen Janitorial (Shymkent depot),Depot yard rent — final call,-389731.04,USD
TXN-H3-0006,2025-08-07,ACC-7503,Ashford Payroll Partners (Shymkent depot),Utility metering charge,-2681373.68,USD
TXN-J1-0049,2025-08-07,ACC-7601,Ironwood Realty Services (Uralsk annex),"Fidelity bond insurance — Kostanay centre, instalment 2 2025",-726377.58,USD
TXN-S3-0004,2025-08-07,ACC-7003,Tobol Emergency Contractors LLP,Storm damage emergency repair works,-1018162.53,USD
TXN-9244-0017,2025-08-08,ACC-9244,Ironwood Utility Solutions (Atyrau terminal),Rent free period credit — period 04 2024,1189175.31,USD
TXN-F2-0053,2025-08-08,ACC-7302,Bridgeport Property Ltd Supply,Credit facility interest — period 01,-5452961.96,USD
TXN-F3-0012,2025-08-08,ACC-7303,Cedarville Maintenance Associates Company,Payroll bonus disbursement — June,-1755434.11,USD
TXN-G1-0032,2025-08-08,ACC-7401,Ironwood Power Trust (Shymkent depot),Telecom service credit received — September 2025,269985.05,USD
TXN-J2-0019,2025-08-08,ACC-7602,Foxridge Tax Advisory Corp JSC,Travel insurance for staff — Atyrau terminal 2025,-13794335.53,USD
TXN-9114-0032,2025-08-09,ACC-9114,Glenwood Maintenance Services (Astana branch),Retail unit rent — period 04,-11740809.39,USD
TXN-9727-0023,2025-08-09,ACC-9727,Bridgeport Realty Inc Service Centre,Property tax rebate — July,25084187.41,USD
TXN-9749-0032,2025-08-09,ACC-9749,Glenwood Cleaning Ltd (Zhezkazgan compound),Vehicle livery marketing application — Q3,-3362754.24,USD
TXN-9888-0014,2025-08-09,ACC-9888,Juniper Payroll Associates (Almaty office),Utility deposit returned — Kostanay centre,8320108.05,USD
TXN-F1-0025,2025-08-09,ACC-7301,Granger Utilities Holding Trading House,Marketing photography and artwork — Karaganda yard,-221542.11,USD
TXN-G1-0026,2025-08-09,ACC-7401,Cedarville Cleaning Group (Astana branch),"Lease deposit released — Karaganda yard, final call",4803310.38,USD
TXN-S1-0004,2025-08-09,ACC-7001,Hartley Payroll LLC,"Rent for staff dormitory — Kyzylorda station, February",-2483933.63,USD
TXN-X2-0057,2025-08-09,ACC-7831,Bridgeport Facilities LLC (Kostanay centre),"Franchise tax filing — Oskemen unit, October 2025",-4237893.92,USD
TXN-9025-0047,2025-08-10,ACC-9025,Foxridge Cleaning Co (Aktobe hub),"Rent deposit returned — Zhezkazgan compound, Q4 2025",2737052.09,USD
TXN-9659-0033,2025-08-10,ACC-9659,Hartley Courier Corp (Taraz site),"Franchise tax filing — Uralsk annex, January",-579490.72,USD
TXN-9855-0008,2025-08-10,ACC-9855,Dunmore Stationery Inc Ltd,Printed marketing collateral run — Pavlodar block 2026,-5100339.10,USD
TXN-H1-0001,2025-08-10,ACC-7501,Ashford Security,Corporate brand marketing programme — Pavlodar block 2026,-5072219.52,USD
TXN-H1-0049,2025-08-10,ACC-7501,Hartley Waste Systems Solutions Ltd (Aktobe hub),Ground lease instalment — Uralsk annex,-345397.53,USD
TXN-H2-0044,2025-08-10,ACC-7502,Hartley Leasing Services (Taraz site),"Interest rebate on early repayment — Uralsk annex, H2 2026",859478.65,USD
TXN-S1-0052,2025-08-10,ACC-7001,Acme Office Supplies (Astana branch),Quarterly interest coupon — final call,-2552465.35,USD
TXN-X2-0007,2025-08-10,ACC-7831,Bridgeport Uniforms Trust (Atyrau terminal),"Marketing overbilling refund — Aktobe hub, period 02 2025",8654433.28,USD
TXN-9635-0020,2025-08-11,ACC-9635,Ironwood Printing Ltd (Pavlodar block),Compressed air utility charge — April,-1655228.51,USD
TXN-9847-0019,2025-08-11,ACC-9847,Cedarville Tax Advisory Partners Ltd (Shymkent depot),"Rent for regional office — Pavlodar block, Q3",-371787.75,USD
TXN-B2-0018,2025-08-11,ACC-7202,Dunmore Telecom Partners (Turkistan point),"Water and sewer charge — Semey base, period 03",-151432.45,USD
TXN-F2-0044,2025-08-11,ACC-7302,Almaty Media Partners LLP,Third-quarter marketing campaign,-195346.07,USD
TXN-G1-0027,2025-08-11,ACC-7401,Glenwood Facilities Holdings Works (Karaganda yard),Parking garage lease — final call,-2135482.19,USD
TXN-H4-0028,2025-08-11,ACC-7504,Zhetysu Capital L.L.P.,Management advisory retainer,-264770.42,USD
TXN-J3-0016,2025-08-11,ACC-7603,Bridgeport Consulting Group Company (Taraz site),"Payroll funding transfer — Ekibastuz block B, period 01",-3094360.45,USD
TXN-9046-0041,2025-08-12,ACC-9046,Juniper Property Services Company,Contractor payroll batch — Karaganda yard 2025,-164393.43,USD
TXN-9637-0014,2025-08-12,ACC-9637,Eastgate Waste Systems Ltd,"Depot yard rent — Taraz site, final call",-9008238.69,USD
TXN-9914-0047,2025-08-12,ACC-9914,Glenwood Payroll Inc,"Franchise tax filing — Pavlodar block, H2 2024",-4158606.55,USD
TXN-9998-0005,2025-08-12,ACC-9998,Cedarville Courier Holdings (Astana branch),"Payroll for security detail — Pavlodar block, July",-297351.64,USD
TXN-H1-0050,2025-08-12,ACC-7501,Ironwood Tax Advisory Inc,"Municipal tax levy — Aktobe hub, period 03 2024",-277163.65,USD
TXN-H4-0006,2025-08-12,ACC-7504,Ironwood Consulting,"Marketing agency creative fees — Oskemen unit, Q4 2026",-14830070.76,USD
TXN-S3-0042,2025-08-12,ACC-7003,Ashford Stationery Corp (Kyzylorda station),Cold store lease — period 03 2024,-7699227.55,USD
TXN-X2-0044,2025-08-12,ACC-7831,Zhaiyk Polymer Trading LLP,Distribution strategy consulting engagement,-455118.62,USD
TXN-9041-0012,2025-08-13,ACC-9041,Kingsley Property Partners (Almaty office),Digital media buy — display — Astana branch 2024,-442799.21,USD
TXN-9520-0040,2025-08-13,ACC-9520,Eastgate Property Supply,Marketing agency creative fees — Q4 2024,-4124734.28,USD
TXN-9716-0005,2025-08-13,ACC-9716,Bridgeport Stationery Co Group (Kostanay centre),Interest on overdraft sweep — Karaganda yard,-19970071.35,USD
TXN-B2-0008,2025-08-14,ACC-7202,Ashford Logistics LP (Kostanay centre),Payroll agency rebate — final call 2024,235195.92,USD
TXN-B2-0031,2025-08-14,ACC-7202,Ashford Payroll Partners Ltd,Interest recovery on overpayment — H2 2026,299708.64,USD
TXN-H4-0047,2025-08-14,ACC-7504,Dunmore Stationery Inc Enterprise,Customer newsletter marketing production — Almaty office 2024,-10121277.63,USD
